"gap_id","area_km2","category"
386,0.00053063273172453,"small"
387,0.000501020660274953,"small"
388,0.000481007806935348,"small"
389,0.000457022175408958,"small"
390,0.000409546743191779,"small"
391,0.000406797443232033,"small"
392,0.000398937737727305,"small"
393,0.000370814149910584,"small"
394,0.0003609496174081,"small"
395,0.000294943676309078,"small"
396,0.000257015191599727,"small"
397,0.000211211347356439,"small"
398,0.000205815817445517,"small"
399,0.000169845558369532,"small"
400,0.000162277619829867,"small"
401,0.000138793610211462,"small"
402,0.000131574865281582,"small"
403,0.000116671777907759,"small"
404,4.29860995965828e-05,"small"
405,3.55013275602832e-05,"small"
406,2.42859443994239e-05,"small"
407,2.25463556339964e-05,"small"
408,1.81053303927183e-05,"small"
409,1.679745105654e-05,"small"
410,1.30946398153901e-05,"small"
411,1.29602198253851e-05,"small"
412,1.18316792845726e-05,"small"
413,1.09488210827112e-05,"small"
414,1.02856888948008e-05,"small"
415,6.48356769513339e-06,"small"
416,4.41615081578493e-06,"small"
417,1.50236959015456e-06,"small"
418,9.86888181883842e-07,"small"
419,6.82506558252499e-07,"small"
420,3.40364378876984e-07,"small"
421,3.15027539501898e-07,"small"
422,6.65240936796181e-08,"small"
423,2.67540961503983e-08,"small"
424,1.97641965933144e-08,"small"
425,1.55950816406403e-10,"small"
426,6.04242086410522e-12,"small"
427,5.42502497744447e-13,"small"
